company,invoice_num,invoice_date,operation_date,amount,reporter,notes,status,kind
 Big Company 1,B98229,08-09-2014,07-09-2014,12368.11,Rey Spencer,"Quam dolorem illum deleniti eum nulla inventore.
Aliquid dolorem dolore sunt voluptas quae eligendi.
Non aliquid laborum perferendis corrupti.",rejected,client;Other;internal;negligible
TT Internet,T55121,05/18/2014,05/09/2014,14883.74,Roberto Becker,Suscipit unde inventore est.,other,
 BP Biznes,B22248,12/13/2012,12/08/2012,18760.74,Paige King,"Dolore eaque quisquam maiores illo nemo.
Molestiae vitae quibusdam.
Saepe eaque error similique repudiandae sequi.",accepted,
 TT Internet,T46459,07-05-2013,03-05-2013,18471.2,Ephraim Watsica,Et eveniet unde corporis illo dignissimos.,accepted,delegation;negligible;client;internal;Important
 ACME,A85861,2015-04-29,2015-04-23,19144.81,Orrin Hartmann III,Et tempora ducimus.,rejected,Important
MS Szpadel,M40730,2013-06-27,2013-06-24,10897.20,Corbin Cronin,"Quos culpa dolore libero.
Voluptatem ut voluptatibus.",other,
 Comcast,C25286,05-04-2014,03-04-2014,14081.86,Mr. Faye Cummings,Aspernatur praesentium dolor sapiente fuga cum.,accepted,
Wesoła Gżegżółka,W8500,2014-06-16,2014-06-15,14829.42,Adele Cremin,In et ut debitis et eligendi placeat.,other,
 Microsoft,M64054,2014-01-25,2014-01-23,10125.15,Paige Hilll,Quos cumque dolor suscipit ut.,other,
"Monterail, Inc.",M41298,12/19/2012,12/15/2012,18135.17,Kyra Murray II,Officiis aut adipisci rerum.,rejected,delegation;negligible;important;Other;internal
Ostrzy Entertainment,O66392,19-03-2014,18-03-2014,17940.87,Solon Hudson,"Consectetur excepturi sequi enim ad et.
Animi vel beatae voluptatum.",rejected,
 Wesoła Gżegżółka,W4448,16-11-2013,07-11-2013,15098.79,Ms. Leann Witting,Rem ratione eaque.,other,
 SB Komputery,S46110,21-08-2013,17-08-2013,15290.24,Alanna Ryan,"Ipsa laborum labore.
Esse iusto vel.",other,internal;delegation;Important;client;negligible
 Company X,C46898,02-07-2014,30-06-2014,12651.90,Trinity Bruen I,Molestiae dolorem minus aut praesentium commodi aliquam iste.,other,negligible
Ostrzy Entertainment,O39215,27-09-2014,23-09-2014,15815.39,Madilyn Olson,"Numquam totam inventore asperiores omnis expedita at.
Quas quibusdam qui quis maiores.",other,Internal;client;Delegation;important
"Monterail, Inc.",M42226,11/25/2013,11/16/2013,18699.62,Sonny Ullrich,Quia non et.,rejected,negligible
 Company X,C21514,08-03-2014,06-03-2014,19297.51,Sierra Quitzon,Impedit sint dolor commodi ab libero provident voluptatem.,accepted,client;delegation;internal
SB Komputery,S27467,11-01-2013,04-01-2013,12476.14,Carey Haley,"Placeat quaerat velit ipsa autem.
Rerum aut incidunt saepe perspiciatis.
Quaerat quia molestias.",accepted,internal;Client;negligible
"Monterail, Inc.",M58616,2012-09-21,2012-09-13,19727.71,Kale Casper,Et officiis odit repellendus dolorem sed.,accepted,Important;negligible
 Wesoła Gżegżółka,W22854,30-11-2012,26-11-2012,12081.27,Ms. Jenifer Turcotte,"Quia repellendus expedita.
Atque voluptas id officiis deleniti natus vero voluptate.",other,Other;important;delegation;negligible;Client
Big Company 1,B36217,2013-05-21,2013-05-13,14460.19,Elsie Dare,Est adipisci aut consectetur.,rejected,
 TT Internet,T19800,18-01-2015,09-01-2015,14764.32,Brooks Orn,Doloribus ipsum sit perferendis iusto provident earum.,accepted,important;delegation;Internal
 Ostrzy Entertainment,O46710,12/29/2012,12/29/2012,14343.11,Joany Daugherty,Asperiores possimus voluptatem rem a aliquam.,rejected,Client;other
 BP Biznes,B18159,04/10/2013,04/05/2013,19462.1,Matilda Swaniawski,Reprehenderit assumenda repellat tempora neque nemo et nostrum.,rejected,important;delegation
Microsoft,M70488,2013-06-04,2013-06-03,12262.87,Hoyt Jerde DVM,Velit quis unde doloribus.,other,Other;delegation
SB Komputery,S12361,26-09-2013,22-09-2013,19492.34,Cassandre Stokes,Aut id omnis culpa tempora.,rejected,delegation;negligible;internal
 Big Company 1,B59983,14-12-2012,11-12-2012,18219.83,Nichole Barton Jr.,Tempora quia et.,accepted,other
 Ostrzy Entertainment,O50048,03/31/2014,03/27/2014,11137.87,Jailyn Lesch MD,Nesciunt in tempora eligendi ratione dolorum debitis reprehenderit.,rejected,delegation;other
SB Komputery,S68611,04-01-2014,28-12-2013,13043.45,Mrs. Torey Hauck,Culpa ut sapiente hic accusantium quidem.,accepted,client;important;Negligible;other
ACME,A44532,2012-09-14,2012-09-05,15819.70,Nasir Nolan,"Doloribus recusandae et quod placeat quaerat vero dignissimos.
Qui ut nostrum consequatur et.",other,internal;delegation
 Wesoła Gżegżółka,W57849,2014-07-23,2014-07-23,18824.9,Jonatan Daniel,Numquam magni et.,rejected,other;delegation;negligible;internal;client
" Monterail, Inc.",M71635,15-08-2014,13-08-2014,18884.44,Wilber Mosciski DVM,Fuga saepe commodi omnis quo consequuntur perferendis.,other,other;negligible;internal;delegation
 Comcast,C38003,01-12-2013,01-12-2013,16509.30,Mrs. Erika Beier,Molestiae saepe doloribus.,accepted,Delegation
 MS Szpadel,M99809,2013-10-04,2013-10-01,13054.18,Viviane Ledner,"Eos eos non molestiae dolorum atque distinctio necessitatibus.
Molestiae repudiandae sit.
Excepturi ut repudiandae.
Voluptatibus aliquam reprehenderit quo.",accepted,Negligible
Wesoła Gżegżółka,W45925,05/15/2015,05/14/2015,10885.9,Brenden Connelly,Asperiores adipisci nihil in consequatur pariatur ipsam.,accepted,other;important
 TT Internet,T39318,06-04-2015,01-04-2015,12848.21,Mrs. Bettie Altenwerth,"Aut veniam quam nihil eaque ut.
Dolorem ut similique omnis.
Rem autem aut.",rejected,client;Negligible
TT Internet,T5658,2014-06-10,2014-06-04,16152.70,Donnie Runolfsdottir,"Cupiditate saepe eos.
Amet saepe repudiandae repellendus veritatis qui aspernatur.
Atque sit quia tenetur sed.",other,other;Client
 TT Internet,T31009,03/20/2015,03/18/2015,17501.98,Gregorio Romaguera,Porro enim consequatur iusto labore a voluptatem eum.,other,negligible;Other;important
 ACME,A62990,04/03/2013,03/26/2013,16868.58,Abigail Gutmann,Recusandae molestiae incidunt.,other,
 Comcast,C82736,2014-04-21,2014-04-12,19589.4,Terry Baumbach,Aut quia debitis adipisci dolores perspiciatis aut.,rejected,Important;negligible
Comcast,C71696,2014-04-04,2014-03-27,16899.74,Sasha Johnston DDS,"Optio eos quas laboriosam voluptatem veritatis in.
Laborum eum velit veritatis voluptatem.
Quia numquam consequatur est facere hic dignissimos.",rejected,delegation;negligible
 Comcast,C302,2012-12-08,2012-12-08,14708.3,Rodrigo O'Keefe,Voluptatem explicabo eum quia nihil qui.,accepted,Internal;delegation;important
SB Komputery,S90877,2013-03-04,2013-02-23,18800.76,Sidney Nikolaus,"Velit rerum voluptas explicabo quia.
Et quos cupiditate quia inventore atque qui id.
Consectetur adipisci aut odio non vitae dolores.
Eius non reiciendis.",rejected,Other;Important;delegation
 Wesoła Gżegżółka,W78680,22-05-2013,18-05-2013,13368.40,Ramona Hayes,"Aperiam nisi dolore sint sit.
Saepe qui et.",other,internal;client;Delegation;important
"Monterail, Inc.",M38672,04/12/2015,04/10/2015,16185.95,Betsy Pfannerstill,Explicabo nulla consequatur sint esse.,accepted,important;negligible;Internal;delegation
Company X,C21086,2014-09-14,2014-09-10,17329.44,Viola Rice,Velit quia quidem nihil officiis odio qui qui.,rejected,important;client;other
" Monterail, Inc.",M3552,2013-06-04,2013-05-29,10680.9,Nico Turcotte,"Quis eum ad.
Repudiandae enim qui.",other,negligible;client;delegation;important;internal
ACME,A97295,15-03-2014,07-03-2014,18827.56,Larue Moore,Velit ab ipsam amet dolores id dignissimos.,accepted,
 BP Biznes,B1288,2013-12-04,2013-12-02,11485.73,Mr. Reynold Weber,Ipsam ducimus sapiente in.,other,delegation
 MS Szpadel,M24992,05/01/2013,04/22/2013,13903.0,Della Strosin,"Sint et repellendus et maiores libero.
Amet et rerum id recusandae qui impedit.
Molestiae blanditiis expedita reprehenderit enim atque hic.",other,client
 Big Company 1,B17344,2014-06-14,2014-06-13,13676.10,Cleora Franecki,Dignissimos voluptas magnam nam fuga a enim aut.,accepted,negligible;important;client;internal
 Big Company 1,B61880,03/20/2014,03/12/2014,12331.87,Marietta Yost,Et error nam dolor quis autem quia culpa.,rejected,delegation;internal;Negligible
Ostrzy Entertainment,O29786,31-08-2012,22-08-2012,11981.98,Bret Cruickshank,Corporis eum modi.,other,client;delegation;important;other
 ACME,A81547,03/05/2015,02/25/2015,11168.19,Isabelle Beer,"Harum eum illo nostrum rerum voluptas.
Repellat culpa omnis voluptas minima ut ratione.
Ut provident quis ut et.
Velit molestiae laborum beatae et excepturi molestias.",accepted,client;important;Negligible;internal
MS Szpadel,M52312,02/27/2015,02/21/2015,10894.68,Rosie Bergstrom I,Magni voluptas quia in at.,accepted,delegation;other;client;Internal;important
"Monterail, Inc.",M11668,05-07-2014,29-06-2014,12177.7,Braden Sanford DDS,Non in eum.,accepted,client;delegation
Wesoła Gżegżółka,W78104,2013-10-26,2013-10-20,13214.28,Zack Dietrich,"Aliquam quos consectetur.
Rem voluptate atque minus.
Unde facilis dolore natus accusantium molestiae provident vel.
Facilis adipisci voluptate nobis.",rejected,Client;delegation
Company X,C51666,03/17/2015,03/09/2015,19086.18,Regan Christiansen V,Ut aliquam velit dolores explicabo voluptatem possimus cumque.,other,
"Monterail, Inc.",M48590,2013-06-13,2013-06-06,19038.19,Veronica Vandervort DDS,Corporis omnis ab non laborum neque blanditiis assumenda.,rejected,delegation;internal;client;negligible
ACME,A40627,2015-04-24,2015-04-17,12123.92,Michaela Roob,Animi dolor quae nihil.,accepted,client
SB Komputery,S4533,2015-03-08,2015-03-01,14717.7,Arvel Torphy I,Vitae odit distinctio minus quisquam.,accepted,important
 Company X,C37402,18-03-2013,12-03-2013,19177.37,Conor Kreiger,"Ipsam tenetur accusantium laboriosam neque facere.
Quia voluptatem hic corrupti doloremque quia consectetur.",accepted,other
 BP Biznes,B35746,01/21/2015,01/14/2015,10422.91,Gabe Gorczany,Alias ratione saepe.,rejected,Client;Negligible;other;internal;important
ACME,A30543,2012-12-01,2012-11-25,19882.20,Eddie Sauer,Dolores quo culpa.,accepted,
Microsoft,M43612,08/14/2013,08/13/2013,14171.48,Duane Reichel,Et fugit qui sit beatae culpa aspernatur.,other,other
 Ostrzy Entertainment,O90276,11/11/2012,11/10/2012,19674.73,Toy Gusikowski,"Sit provident distinctio ut quam commodi facere.
Maxime numquam excepturi veniam explicabo aut officia.
Qui ea beatae aut commodi.
Reprehenderit officia odit voluptatem deserunt possimus velit nisi.",rejected,
Big Company 1,B14707,04/06/2014,04/04/2014,12657.32,Vallie Kub,Voluptatem aliquam a consectetur praesentium et vel.,accepted,
" Monterail, Inc.",M35065,02-03-2014,23-02-2014,11729.30,Jedediah Torphy,Voluptatem reiciendis et voluptatem perferendis.,accepted,other;internal
"Monterail, Inc.",M91060,03/09/2013,03/08/2013,11937.36,Casey Wehner IV,Tenetur fuga eligendi occaecati voluptas aut.,rejected,
MS Szpadel,M80034,12/21/2014,12/20/2014,15725.21,Alvis Tromp III,"Iure occaecati voluptate et necessitatibus.
Temporibus rerum ratione exercitationem earum.",rejected,Client;delegation
ACME,A4125,17-02-2015,09-02-2015,11043.7,Floy Davis,Similique ipsam fuga soluta et ipsa.,accepted,Negligible;important;other
TT Internet,T92222,2014-10-28,2014-10-28,12629.9,Serena Jacobi,"Sunt rerum quis.
Aut aut maxime labore ut magnam enim dicta.
Dolore est hic autem odio ipsum.",accepted,Other
 Microsoft,M64177,21-01-2015,16-01-2015,17505.5,Name Corwin V,Atque ratione voluptates voluptatem corrupti minus omnis.,accepted,important;other;Client
 Ostrzy Entertainment,O15025,03/06/2013,03/01/2013,19133.48,Jarod Wolff,Dolor et aut iusto aut sunt consectetur.,accepted,Internal;Delegation
TT Internet,T46395,13-10-2014,04-10-2014,19359.62,Darrin Jaskolski,Dicta quidem reprehenderit non omnis saepe.,accepted,important;Client;delegation;Other;Internal
Microsoft,M4823,2013-04-03,2013-03-27,12227.75,Cordie Murray,"Enim velit perferendis incidunt.
Dolorem ut quisquam labore expedita.
Et aspernatur non ut quos eum eos.",rejected,
 Comcast,C54123,07/02/2014,06/23/2014,10368.10,Theodora Parisian,"Odit consequatur laudantium sed fugit nostrum beatae numquam.
Tempora voluptas iste dolorem in reprehenderit sunt.
Aliquid placeat in eum sunt omnis porro.",other,internal;delegation;other;negligible
Wesoła Gżegżółka,W90255,02-10-2012,28-09-2012,11669.88,Javonte Towne,"Voluptas unde earum omnis quam autem corrupti voluptatibus.
Repellat dolor tempore occaecati voluptatum qui fugit non.",accepted,client
 Company X,C55507,2013-10-12,2013-10-10,13309.9,Angelina Zulauf I,Ut aliquid reiciendis labore ad explicabo.,accepted,delegation;important;Other;negligible;Internal
BP Biznes,B80101,07/05/2013,07/04/2013,16589.45,Daniella Harvey,"Est aspernatur labore est at dolorem tempora qui.
Ut quasi id odio autem minus voluptates.",accepted,Client;negligible;important
 Big Company 1,B88058,15-05-2015,10-05-2015,11589.78,Dr. Rosella Willms,Autem a consequuntur vel rerum.,accepted,Delegation;internal;client;important;other
 Wesoła Gżegżółka,W6145,02/17/2013,02/14/2013,17704.72,Yasmin Lakin,Blanditiis in id.,rejected,important;other;negligible
Ostrzy Entertainment,O69319,09-10-2013,05-10-2013,18482.60,Rashawn Schuppe,Assumenda est eveniet.,other,Internal;client;delegation;important
MS Szpadel,M52596,06-09-2013,29-08-2013,11436.56,Hilda Feil,"Iure voluptas qui.
Deleniti quia reprehenderit voluptatum suscipit alias.
Et in corporis reprehenderit est.",accepted,other
 ACME,A60480,2015-05-21,2015-05-15,16963.27,Jules Carter,Quasi et corporis ea quia minus et.,rejected,Important;delegation;other;client
 Microsoft,M90133,2015-04-21,2015-04-12,12736.31,Uriel Goldner,Quia qui et natus dolorum.,accepted,delegation;internal;Negligible
 ACME,A85179,01/10/2015,01/06/2015,18619.92,Ms. Serenity Dooley,"Modi sunt sunt earum dicta eum.
Corporis rerum et alias.",other,
 Comcast,C48098,12/24/2012,12/23/2012,15675.46,Jalyn O'Reilly,Impedit similique quam accusamus reprehenderit.,accepted,Other;Delegation;Internal;client
" Monterail, Inc.",M99926,15-08-2013,13-08-2013,19257.79,Porter Stroman,Possimus sequi quasi cumque.,other,Other;Important;client
ACME,A4473,19-01-2013,19-01-2013,17762.23,Logan Cassin,"Nesciunt qui rem fugit ut temporibus.
Molestiae eligendi quidem ea et aut quae eaque.
Voluptatem temporibus et numquam nam nisi.
Harum enim ad rerum voluptatum.",rejected,important
Comcast,C62281,2012-12-12,2012-12-03,13457.84,Lukas Bailey,,rejected,important;negligible;other;Client;delegation
Ostrzy Entertainment,O65088,10/02/2014,10/02/2014,14430.37,Laurine Kling,"Occaecati et molestiae qui aut.
Quasi culpa ea adipisci fugit.
Magnam corporis est provident quia.
Veritatis dignissimos natus odio.",accepted,Internal;important;negligible;delegation
BP Biznes,B55445,2015-02-28,2015-02-22,10072.47,Lucie Skiles,"Ex fugit unde neque voluptatem nemo consequatur.
Et ullam nihil corrupti doloribus beatae.",rejected,Delegation
Comcast,C83121,03/19/2015,03/19/2015,10444.83,Isai Toy,Placeat aut ex nisi et neque hic.,other,Client
 ACME,A52051,13-02-2015,05-02-2015,13005.92,Cooper Grimes,Nisi ex atque ut dignissimos vitae voluptatem facilis.,rejected,
 Microsoft,M62869,08/10/2014,08/10/2014,19368.62,Cali Stehr,Perferendis a autem natus.,accepted,Internal
 SB Komputery,S99644,2015-01-22,2015-01-18,13489.46,Frieda Zieme Sr.,Labore unde illo reiciendis quisquam enim necessitatibus nostrum.,other,
" Monterail, Inc.",M96291,2014-09-30,2014-09-30,18657.87,Alexandria Weber,Omnis rem quidem nulla doloremque et sed.,rejected,internal;delegation;Client;important
 Company X,C19935,04/24/2013,04/16/2013,15512.81,Dr. Jessica Reinger,Deserunt eos minus ullam distinctio.,other,important;client;Negligible;other
 BP Biznes,B54905,03/10/2015,03/06/2015,12683.13,Mr. Javon Turcotte,Magnam dolores in adipisci eos consectetur.,rejected,
KT Koty,K98990,11/26/2013,11/21/2013,18103.33,Velva Willms,Quidem consectetur numquam voluptatem animi repellendus rerum enim.,other,delegation;Negligible;client;important;other
Comcast,C92618,2012-11-13,2012-11-09,19338.84,Joanny Hauck,"Delectus nulla culpa molestiae.
Laboriosam autem numquam velit corporis aut ut optio.",rejected,internal
Microsoft,M28171,2014-04-08,2014-04-03,17704.77,Hunter Hartmann DVM,Voluptatem dolores et enim repellendus voluptates aliquam harum.,other,Client;negligible
 TT Internet,T49937,10/04/2013,09/29/2013,15441.63,Aaliyah Fisher,"Rerum eos rem veritatis rerum voluptatem.
Eius dicta esse qui qui magni qui consequatur.
Deleniti reprehenderit dolore laboriosam nihil quos voluptas.",other,internal;Important;negligible;Delegation
 ACME,A72421,03/23/2015,03/16/2015,15681.24,Woodrow Stamm,Sequi doloremque earum et dicta maxime.,rejected,important;client;negligible;Internal
Company X,C47346,16-07-2013,14-07-2013,14797.97,Gerard Weimann,Ut ipsam sit blanditiis et vero.,other,internal
Comcast,C11346,01-04-2013,31-03-2013,18385.4,Wilfredo Wyman,"Minima et in.
Consequatur dicta maxime iure voluptas.",other,delegation
 ACME,A19991,10/27/2014,10/25/2014,11666.55,Amber Weber,Sed et reprehenderit laudantium.,other,important;Delegation;other;internal;client
 Ostrzy Entertainment,O54944,2012-10-03,2012-09-24,18998.29,Garnet Wisozk,Deleniti non numquam esse doloremque cupiditate quos.,accepted,other;delegation;important;Client;internal
 MS Szpadel,M75123,2013-04-18,2013-04-09,15722.85,Michaela Swift,Nihil consequatur voluptatem.,other,Delegation;other;client;Negligible;internal
Microsoft,M62490,03/08/2013,03/04/2013,18996.84,Mrs. Vaughn Boyer,Adipisci quia mollitia culpa ipsum iste nostrum.,other,delegation;client
Ostrzy Entertainment,O10420,2014-03-29,2014-03-29,19007.44,Janis Halvorson,"Fuga sequi eligendi quia et rerum voluptatem.
Reprehenderit atque dolorem pariatur dolores unde hic sit.
Quas labore iusto reprehenderit nam libero.
Eum suscipit quia modi est et.",other,
Big Company 1,B71046,01/05/2014,12/27/2013,11685.19,Miss Adonis Runte,"Consequatur nihil mollitia quo.
Repellendus et quis accusantium.
Et quia laudantium autem eos aut officiis possimus.
In vero fuga voluptatibus repudiandae ut nostrum.",rejected,Other
 Ostrzy Entertainment,O63692,2013-02-04,2013-02-01,12306.93,Alexane Lemke,"Libero voluptas laboriosam ut.
Doloribus rerum sunt architecto.
Assumenda itaque ullam.",accepted,Internal
Wesoła Gżegżółka,W85153,2013-01-22,2013-01-18,11824.27,Malachi Ullrich,"Nobis non voluptatem incidunt odit rerum non dolorem.
Perspiciatis et quae.",accepted,delegation
BP Biznes,B13000,01/14/2015,01/09/2015,15585.20,Casandra Larkin,Dolores eius quam enim non eum.,accepted,Delegation;negligible;Internal;important
 BP Biznes,B10024,22-11-2012,18-11-2012,19214.99,Monserrate Mertz,"Minima necessitatibus quos repudiandae deleniti ipsum dolore sequi.
Nesciunt deleniti provident deserunt.
Aut et voluptas non.
Sunt enim fuga consequatur dolores.",accepted,Other
MS Szpadel,M19275,2015-02-08,2015-02-01,11920.81,Telly Legros Jr.,"Et est quia aut consectetur ut.
Ab blanditiis possimus consequatur est libero.",rejected,
Comcast,C75643,11/18/2013,11/13/2013,17964.53,Mrs. Emerald Konopelski,"Qui quis sunt officia voluptatibus maxime at.
Ut architecto et culpa.",other,delegation;important;negligible;client
Wesoła Gżegżółka,W37984,14-04-2014,06-04-2014,13072.87,Jalon Jast Jr.,Molestias incidunt exercitationem sed sit.,accepted,Important
ACME,A17006,2013-02-15,2013-02-06,17478.13,Ms. Effie Mohr,Nihil qui deserunt modi soluta perspiciatis magnam.,accepted,Negligible;delegation;other
 Company X,C77150,10/23/2012,10/15/2012,10203.56,Rozella Emmerich,"Et repudiandae ipsum reprehenderit rerum odit.
Cupiditate pariatur a sunt nisi molestias.
Magnam rerum quisquam facere earum exercitationem nulla voluptatum.
Dolorem doloribus sunt qui.",other,
 BP Biznes,B9069,26-10-2014,21-10-2014,14714.14,Nicholaus Bauch,Itaque accusantium ut molestias pariatur accusamus ratione.,other,Client;negligible
"Monterail, Inc.",M9760,26-10-2013,18-10-2013,13525.67,Mackenzie Altenwerth V,Consectetur ipsa iusto.,accepted,other;client;negligible;internal;Important
ACME,A90242,05/06/2014,05/04/2014,18420.3,Aletha Hodkiewicz,"Cupiditate labore suscipit ea aliquam dolorem expedita.
Velit ipsam quia qui.",rejected,
 Big Company 1,B94137,02/12/2014,02/09/2014,14584.7,Jamal Bednar IV,Aut omnis repudiandae quibusdam magnam aut.,rejected,delegation;important;internal
" Monterail, Inc.",M65038,05/24/2015,05/17/2015,17916.58,Mrs. Emerald Wisozk,Et corporis aut quo impedit illo et rerum.,accepted,client;Other;Delegation;important
BP Biznes,B96163,26-04-2015,19-04-2015,15812.86,Edwardo Abernathy,Cum fugiat illo et ab.,rejected,Delegation;negligible;important;other;internal
Company X,C61121,01-07-2013,25-06-2013,10795.80,Helene Schulist,"Laborum sit quo maiores.
A eaque voluptates.",accepted,client;other;Delegation;Important
Company X,C30160,23-12-2013,22-12-2013,14502.99,Gunner Jacobs,Ut quibusdam dolorem excepturi officiis sed.,other,important
Wesoła Gżegżółka,W33526,03/21/2014,03/18/2014,14461.33,Murphy Larkin,Molestiae assumenda harum a dolores.,rejected,
Ostrzy Entertainment,O90998,2013-05-23,2013-05-18,15703.73,Lee Adams Sr.,Velit eos animi.,other,Delegation;important;internal;other
SB Komputery,S58409,02/26/2013,02/25/2013,10137.95,Braxton Rosenbaum PhD,Deleniti quisquam dolorem.,rejected,important;internal
 SB Komputery,S3764,2014-08-04,2014-07-29,14214.12,Alexandro McCullough,Vel rerum deleniti reprehenderit non veniam.,rejected,internal
 BP Biznes,B4115,06/11/2014,06/11/2014,14321.38,Ms. Rusty Hayes,"Quam rem pariatur quaerat ipsum ut.
Officiis sint maxime ad.
Incidunt cupiditate vero provident.",rejected,delegation
 KT Koty,K2312,03/09/2014,03/01/2014,15132.71,Viola Volkman,"Praesentium asperiores vitae recusandae.
Ipsam ut soluta voluptatum.
Nihil omnis quis dicta.
Corporis optio inventore eos explicabo quam.",other,Client;delegation
 Ostrzy Entertainment,O43767,2013-09-02,2013-09-02,10691.93,Ephraim Howe,Maiores est consequuntur rerum deserunt ducimus velit.,other,
KT Koty,K93228,01/08/2015,12/30/2014,15298.25,Jevon Terry,Quod quo corrupti.,rejected,Important;negligible;Client;Delegation;other
 SB Komputery,S74952,03/01/2015,02/24/2015,13513.24,Deon Runolfsson III,Reprehenderit quae rerum veniam tempora architecto at voluptas.,accepted,negligible;Other;Client;Important;internal
 BP Biznes,B30632,2013-07-17,2013-07-11,19847.28,Audra Schmidt,Sunt aut minima nulla ut ipsa maxime magni.,rejected,Important
Ostrzy Entertainment,O66595,2013-04-06,2013-03-31,17251.97,Leola Hirthe V,Laboriosam excepturi dolores perferendis.,other,negligible;client;Delegation
 TT Internet,T61286,13-10-2014,13-10-2014,17614.84,Lilla Hickle,Alias aut qui quos et perspiciatis quae.,accepted,other;delegation;important;client;negligible
SB Komputery,S50513,13-11-2012,13-11-2012,18792.60,Rahsaan Bergnaum,"Minus in quia.
Qui dolorem velit.
Omnis est a deserunt facere similique possimus magni.",accepted,negligible
 Microsoft,M33730,30-07-2014,26-07-2014,14888.69,Kasandra Kuphal,"Voluptatibus consequatur nulla.
Amet inventore expedita.",other,Negligible;important;delegation;other
Ostrzy Entertainment,O36374,2012-09-05,2012-08-28,15722.40,Stephany Schmeler I,Sunt quia sunt dolore suscipit.,accepted,
 Big Company 1,B1987,2013-05-20,2013-05-20,12591.0,Newell Collier V,Labore vero quia accusantium rerum neque.,other,client;Internal;important;Delegation
SB Komputery,S85401,15-05-2013,09-05-2013,13758.88,Arno Carter,"Veritatis non odio nesciunt quibusdam deleniti nulla quia.
Et voluptatem maxime alias soluta.
Quis incidunt enim est.
Voluptatem quia et error quae omnis at qui.",accepted,important;delegation
BP Biznes,B76521,2012-09-16,2012-09-16,11854.87,Ed Gleason,Autem odio natus esse nisi enim voluptate.,rejected,negligible;other
 Microsoft,M97977,04/17/2013,04/12/2013,11228.14,Edison McDermott III,"Quod aut nihil dolorem.
Ex rerum enim nesciunt laudantium.
Adipisci explicabo expedita omnis veniam iste.",other,
 TT Internet,T57551,03/05/2015,03/04/2015,13671.34,Mr. Trinity Bednar,Quis aliquid culpa.,accepted,Internal;Client;negligible;Important
 KT Koty,K73710,03/31/2013,03/31/2013,14372.21,Twila Conn,"Neque nihil harum.
Molestiae est consequuntur reiciendis eos ut est et.",rejected,important
SB Komputery,S82190,2014-01-03,2014-01-02,15772.73,Geoffrey O'Conner,"Consequatur itaque nulla consequatur sit quo nisi.
Est accusantium recusandae ullam.
Ipsa veritatis labore ea expedita rem.",rejected,Other;negligible
 Company X,C18700,06/20/2013,06/17/2013,16398.85,Miss Marielle Hudson,A ea et tempore et sint amet labore.,accepted,important;negligible;Other;internal
KT Koty,K52626,03-09-2014,31-08-2014,18870.4,Ford Hickle,Dolorum architecto quas saepe.,rejected,Delegation;internal
BP Biznes,B50237,28-02-2014,27-02-2014,10177.35,Elouise Kessler,Animi pariatur est sint fugiat eos molestiae.,other,
 BP Biznes,B64777,2013-02-17,2013-02-12,12570.66,Markus Hartmann,Culpa pariatur repellat voluptatem et neque autem.,accepted,other;delegation;important;client;negligible
 KT Koty,K25199,19-12-2014,10-12-2014,12255.9,Vinnie Marvin,Fugit repudiandae cupiditate laudantium quasi.,rejected,client;Other;internal
 KT Koty,K93836,06-07-2014,04-07-2014,14635.19,Ms. Asa Zemlak,"Perferendis itaque iusto distinctio et.
Reiciendis facere reprehenderit assumenda enim.
Voluptate et deserunt eaque quibusdam nihil aut.
Exercitationem quia consequatur voluptatem est maiores perferendis voluptatem.",other,other;client;delegation;negligible;important
 Ostrzy Entertainment,O2338,02-01-2014,24-12-2013,10533.43,Ephraim Brekke,Esse laborum sed.,accepted,important;client;other;delegation
 ACME,A74141,20-03-2013,13-03-2013,10372.62,Minnie Ratke,"Consequuntur quod nostrum saepe.
Voluptas nisi voluptatum labore.",accepted,client;Delegation;negligible
 BP Biznes,B73789,2015-02-09,2015-01-31,18792.15,Sherwood Braun,Aut vero est nulla aliquam asperiores consequatur.,accepted,important;delegation
Company X,C60580,04/04/2014,03/29/2014,11628.42,Scotty Wilkinson,"Placeat quisquam praesentium velit neque sunt illum porro.
Dicta voluptas sit rerum molestiae quia blanditiis facilis.
Est non autem officia.",rejected,client
Ostrzy Entertainment,O71197,2013-06-14,2013-06-07,17052.75,Hazle Watsica,Eos excepturi temporibus non.,rejected,Important;other;negligible;Delegation
 KT Koty,K21723,2014-07-29,2014-07-21,16773.59,Seth Lowe,Et et temporibus.,other,other;Negligible
TT Internet,T93984,02-10-2013,25-09-2013,19977.15,Ms. Ana Abernathy,"Quia quaerat sed.
Ut eveniet tempora sed eos voluptatem est quis.
In corporis voluptatibus amet rerum.
Est repudiandae aut provident.",other,other;Negligible;Delegation;important;client
" Monterail, Inc.",M37497,28-05-2014,20-05-2014,19177.68,Geoffrey Kreiger,"Voluptatem perspiciatis qui dolor perferendis saepe.
Impedit omnis quo libero consequatur.
Quas adipisci quam aliquid nisi eos.
Voluptas nam dolores nulla inventore.",accepted,Other;internal;client;Delegation
Microsoft,M9302,2014-09-13,2014-09-11,10619.55,Danielle Johnson,Atque inventore quam.,other,Client;other;internal
 ACME,A66732,08/31/2012,08/24/2012,10625.12,Elizabeth McClure II,Est ut temporibus cumque qui quia quo rerum.,rejected,client;Other;important;Negligible
